일자|시간|구분,공급량
2019-03-16 07 A,1394.9235128436935
2019-03-16 08 A,1693.0603875558388
2019-03-16 09 A,1725.580314541341
2019-03-16 10 A,1623.5789608782547
2019-03-16 11 A,1509.0132783868962
2019-03-16 12 A,1395.2751225064385
2019-03-16 13 A,1300.763534889134
2019-03-16 14 A,1228.3750568926698
2019-03-16 15 A,1136.3340470884405
2019-03-16 16 A,1077.0419955232976
2019-03-16 17 A,1074.1758621383983
2019-03-16 18 A,1200.348360215102
2019-03-16 19 A,1457.3877298473692
2019-03-16 20 A,1584.757902499954
2019-03-16 21 A,1569.8026920398006
2019-03-16 22 A,1508.897642065033
2019-03-16 23 A,1430.1234397978562
2019-03-16 24 A,1333.4153188563869
2019-03-17 01 A,1197.8002484498559
2019-03-17 02 A,1029.482955465652
2019-03-17 03 A,924.6601169738049
2019-03-17 04 A,976.5567210389148
2019-03-17 05 A,1120.756489818283
2019-03-17 06 A,1200.8996271650117
2019-03-17 07 A,1358.1204832587646
2019-03-17 08 A,1613.9908580887197
2019-03-17 09 A,1674.8383619551823
2019-03-17 10 A,1559.6154137327535
2019-03-17 11 A,1463.0487634411
2019-03-17 12 A,1330.098355293855
2019-03-17 13 A,1273.8957403922043
2019-03-17 14 A,1187.9112685241096
2019-03-17 15 A,1083.5099811316775
2019-03-17 16 A,1046.9104237831534
2019-03-17 17 A,1063.139957143796
2019-03-17 18 A,1196.5951401586908
2019-03-17 19 A,1452.461245405822
2019-03-17 20 A,1530.868849580973
2019-03-17 21 A,1510.1575251747854
2019-03-17 22 A,1455.9365997493064
2019-03-17 23 A,1357.0307567829918
2019-03-17 24 A,1255.7148456985808
2019-03-18 01 A,1133.7922480629747
2019-03-18 02 A,937.7624678992038
2019-03-18 03 A,854.4422916475867
2019-03-18 04 A,890.6808219394613
2019-03-18 05 A,1049.2957602857484
2019-03-18 06 A,1110.4589075530882
2019-03-18 07 A,1413.498028374031
2019-03-18 08 A,1783.0923782484354
2019-03-18 09 A,1753.3122551876727
2019-03-18 10 A,1563.090552212814
2019-03-18 11 A,1496.646250913677
2019-03-18 12 A,1375.219704044281
2019-03-18 13 A,1295.2010001052176
2019-03-18 14 A,1181.277475835038
2019-03-18 15 A,1080.8856696411083
2019-03-18 16 A,1012.0961309914222
2019-03-18 17 A,1049.621230703873
2019-03-18 18 A,1192.6492603222018
2019-03-18 19 A,1498.8470721324345
2019-03-18 20 A,1629.4166041752806
2019-03-18 21 A,1567.6916886405959
2019-03-18 22 A,1529.273968651462
2019-03-18 23 A,1433.8406272262318
2019-03-18 24 A,1307.2867754471215
2019-03-19 01 A,1113.5830730368966
2019-03-19 02 A,924.3769106149181
2019-03-19 03 A,860.5105736857603
2019-03-19 04 A,891.1677308901267
2019-03-19 05 A,1054.9243838588088
2019-03-19 06 A,1150.3291507422525
2019-03-19 07 A,1428.6370488209895
2019-03-19 08 A,1806.923649963223
2019-03-19 09 A,1762.7562697542578
2019-03-19 10 A,1557.2780851860075
2019-03-19 11 A,1472.1970523070706
2019-03-19 12 A,1368.9552972655752
2019-03-19 13 A,1322.826891621969
2019-03-19 14 A,1199.7272128256159
2019-03-19 15 A,1118.595140831205
2019-03-19 16 A,1042.9698987797844
2019-03-19 17 A,1090.5565785300778
2019-03-19 18 A,1213.0334385852332
2019-03-19 19 A,1504.5514282277356
2019-03-19 20 A,1596.51298588877
2019-03-19 21 A,1580.2654784720366
2019-03-19 22 A,1526.132007150342
2019-03-19 23 A,1442.3880914648225
2019-03-19 24 A,1320.1924108562416
2019-03-20 01 A,1113.3414439260532
2019-03-20 02 A,937.0802451325579
2019-03-20 03 A,879.7362018451397
2019-03-20 04 A,914.3787807084605
2019-03-20 05 A,1072.3322557373072
2019-03-20 06 A,1163.256306953338
2019-03-20 07 A,1480.957289185572
2019-03-20 08 A,1873.9717529849017
2019-03-20 09 A,1799.1305146145135
2019-03-20 10 A,1615.3311151331604
2019-03-20 11 A,1556.2548287275579
2019-03-20 12 A,1426.1270178960065
2019-03-20 13 A,1373.9564185812055
2019-03-20 14 A,1267.3246776490566
2019-03-20 15 A,1157.917511818728
2019-03-20 16 A,1088.42024995303
2019-03-20 17 A,1147.6933273733732
2019-03-20 18 A,1391.4995269635779
2019-03-20 19 A,1692.08951136023
2019-03-20 20 A,1814.4144180689814
2019-03-20 21 A,1763.2796550083253
2019-03-20 22 A,1736.5598044766432
2019-03-20 23 A,1661.0127184449868
2019-03-20 24 A,1521.963467383614
2019-03-21 01 A,1302.7035563698219
2019-03-21 02 A,1065.019953292743
2019-03-21 03 A,965.7727590813953
2019-03-21 04 A,1018.1424736987223
2019-03-21 05 A,1194.7178325035093
2019-03-21 06 A,1353.5480406269444
2019-03-21 07 A,1641.760262881149
2019-03-21 08 A,1973.1857630699358
2019-03-21 09 A,1900.3053145590252
2019-03-21 10 A,1738.0400691278985
2019-03-21 11 A,1671.096591362009
2019-03-21 12 A,1558.5138319416901
2019-03-21 13 A,1477.831187106287
2019-03-21 14 A,1398.427947168691
2019-03-21 15 A,1284.3874718006734
2019-03-21 16 A,1144.5237762984596
2019-03-21 17 A,1190.9750807642624
2019-03-21 18 A,1365.2793495008382
2019-03-21 19 A,1649.4841929132701
2019-03-21 20 A,1764.1922950623211
2019-03-21 21 A,1762.5052824043314
2019-03-21 22 A,1715.756005449566
2019-03-21 23 A,1623.7834770384463
2019-03-21 24 A,1503.9566146048662
2019-03-22 01 A,1326.0447392724047
2019-03-22 02 A,1068.9437992958003
2019-03-22 03 A,969.0850939503857
2019-03-22 04 A,1009.2032054432648
2019-03-22 05 A,1179.9364878948659
2019-03-22 06 A,1285.4149562044418
2019-03-22 07 A,1567.5398126630805
2019-03-22 08 A,1871.0116234101915
2019-03-22 09 A,1862.2440062672968
2019-03-22 10 A,1678.3081320785745
2019-03-22 11 A,1574.9811932283794
2019-03-22 12 A,1440.792407253726
2019-03-22 13 A,1381.0978509656209
2019-03-22 14 A,1242.7921746670145
2019-03-22 15 A,1118.867332714849
2019-03-22 16 A,1074.3276984655374
2019-03-22 17 A,1087.9166401938423
2019-03-22 18 A,1253.5364097165934
2019-03-22 19 A,1600.657460048784
2019-03-22 20 A,1719.477229711549
2019-03-22 21 A,1715.247259241707
2019-03-22 22 A,1697.5964303560534
2019-03-22 23 A,1616.2618485733324
2019-03-22 24 A,1499.751823811116
2019-03-23 01 A,1247.6226977986676
2019-03-23 02 A,1067.7828480670578
2019-03-23 03 A,956.9382641367985
2019-03-23 04 A,1007.777357674006
2019-03-23 05 A,1140.9002570458404
2019-03-23 06 A,1253.8674690042924
2019-03-23 07 A,1413.825151247236
2019-03-23 08 A,1728.0291863044727
2019-03-23 09 A,1737.1269024853837
2019-03-23 10 A,1600.632745147025
2019-03-23 11 A,1460.3572393457978
2019-03-23 12 A,1354.4809506538334
2019-03-23 13 A,1300.558080908152
2019-03-23 14 A,1195.691463156424
2019-03-23 15 A,1093.7660913474372
2019-03-23 16 A,1053.9437911238176
2019-03-23 17 A,1060.4503361020777
2019-03-23 18 A,1181.9846358411603
2019-03-23 19 A,1463.082933603952
2019-03-23 20 A,1592.4603381470477
2019-03-23 21 A,1563.055948167629
2019-03-23 22 A,1503.5456061991586
2019-03-23 23 A,1430.1234397978562
2019-03-23 24 A,1362.2705431688094
2019-03-24 01 A,1225.9341808867346
2019-03-24 02 A,1047.9364180843297
2019-03-24 03 A,947.4592830496181
2019-03-24 04 A,992.8382294455008
2019-03-24 05 A,1140.8423367426979
2019-03-24 06 A,1210.3445536330603
2019-03-24 07 A,1368.5292229529484
2019-03-24 08 A,1613.9908580887197
2019-03-24 09 A,1654.9067036017536
2019-03-24 10 A,1504.1605024201847
2019-03-24 11 A,1439.6721684006986
2019-03-24 12 A,1310.522327792568
2019-03-24 13 A,1260.6526717950387
2019-03-24 14 A,1183.1542019909348
2019-03-24 15 A,1089.9524591175866
2019-03-24 16 A,1048.9200898415531
2019-03-24 17 A,1061.314304965282
2019-03-24 18 A,1184.3442771733128
2019-03-24 19 A,1452.461245405822
2019-03-24 20 A,1596.0236786023786
2019-03-24 21 A,1554.7810766464404
2019-03-24 22 A,1517.8468005326904
2019-03-24 23 A,1425.0073521591721
2019-03-24 24 A,1309.3727874364215
2019-03-25 01 A,1203.5289170774845
2019-03-25 02 A,1007.9462508681374
2019-03-25 03 A,915.6919011152444
2019-03-25 04 A,936.251330340746
2019-03-25 05 A,1104.16524098889
2019-03-25 06 A,1199.543544636502
2019-03-25 07 A,1477.9703029983075
2019-03-25 08 A,1856.7055481332814
2019-03-25 09 A,1778.213289291719
2019-03-25 10 A,1653.895770062531
2019-03-25 11 A,1535.358497850932
2019-03-25 12 A,1418.7719258298412
2019-03-25 13 A,1347.8653381922709
2019-03-25 14 A,1220.469636199686
2019-03-25 15 A,1093.7506246145942
2019-03-25 16 A,1055.8718007317768
2019-03-25 17 A,1073.7167880795703
2019-03-25 18 A,1199.734360174906
2019-03-25 19 A,1526.9817012940914
2019-03-25 20 A,1672.9111631436515
2019-03-25 21 A,1652.9365560778783
2019-03-25 22 A,1608.5124778851866
2019-03-25 23 A,1504.8468602184655
2019-03-25 24 A,1407.8464030925052
2019-03-26 01 A,1194.2364463759557
2019-03-26 02 A,994.5216042568626
2019-03-26 03 A,907.9722180612993
2019-03-26 04 A,945.9217328439013
2019-03-26 05 A,1104.3126518088347
2019-03-26 06 A,1232.8201531280502
2019-03-26 07 A,1487.354420316481
2019-03-26 08 A,1868.7273181593503
2019-03-26 09 A,1790.6561373264549
2019-03-26 10 A,1575.6388554532236
2019-03-26 11 A,1470.8139096442633
2019-03-26 12 A,1345.6337270031468
2019-03-26 13 A,1278.2292140833374
2019-03-26 14 A,1131.9327909844858
2019-03-26 15 A,1068.6546231469702
2019-03-26 16 A,978.0318949674527
2019-03-26 17 A,1033.9720470647358
2019-03-26 18 A,1162.1253514811585
2019-03-26 19 A,1468.0987457442473
2019-03-26 20 A,1606.7069660763725
2019-03-26 21 A,1563.090552212814
2019-03-26 22 A,1529.5720383128112
2019-03-26 23 A,1451.718171400749
2019-03-26 24 A,1339.6799784110854
2019-03-27 01 A,1108.981337601241
2019-03-27 02 A,905.5514660818221
2019-03-27 03 A,846.9805316237714
2019-03-27 04 A,873.4529442514628
2019-03-27 05 A,1056.5702878458228
2019-03-27 06 A,1125.21461970131
2019-03-27 07 A,1453.7978484113837
2019-03-27 08 A,1819.376666736431
2019-03-27 09 A,1767.2329926502307
2019-03-27 10 A,1525.3130853985017
2019-03-27 11 A,1437.3635604025317
2019-03-27 12 A,1319.5297574990582
2019-03-27 13 A,1243.1607753139428
2019-03-27 14 A,1127.1840364510879
2019-03-27 15 A,1072.3526576446652
2019-03-27 16 A,995.6537294377642
2019-03-27 17 A,1048.375387887339
2019-03-27 18 A,1166.2764082923195
2019-03-27 19 A,1458.549139407632
2019-03-27 20 A,1574.6440541979457
2019-03-27 21 A,1562.2627612728022
2019-03-27 22 A,1533.1858048441727
2019-03-27 23 A,1447.9799139891818
2019-03-27 24 A,1336.6442733729345
2019-03-28 01 A,1113.0247730418876
2019-03-28 02 A,905.5514660818221
2019-03-28 03 A,842.2787829648646
2019-03-28 04 A,873.3774906705509
2019-03-28 05 A,1044.530323353425
2019-03-28 06 A,1129.2580551419567
2019-03-28 07 A,1440.1080932492803
2019-03-28 08 A,1790.2235553155137
2019-03-28 09 A,1753.270990995805
2019-03-28 10 A,1521.642914682914
2019-03-28 11 A,1444.118313170835
2019-03-28 12 A,1315.8520059034959
2019-03-28 13 A,1240.031499695408
2019-03-28 14 A,1107.2730862873302
2019-03-28 15 A,1053.7981624831368
2019-03-28 16 A,960.622622920803
2019-03-28 17 A,1005.0631932948812
2019-03-28 18 A,1111.993127131658
2019-03-28 19 A,1439.44309718225
2019-03-28 20 A,1513.823456569167
2019-03-28 21 A,1503.3275459379913
2019-03-28 22 A,1458.6326327005459
2019-03-28 23 A,1377.7283145997894
2019-03-28 24 A,1283.3841469804618
2019-03-29 01 A,1087.2177429080216
2019-03-29 02 A,885.247928252069
2019-03-29 03 A,819.8807510442147
2019-03-29 04 A,821.8235911386397
2019-03-29 05 A,962.2921283771135
2019-03-29 06 A,1073.702471011647
2019-03-29 07 A,1331.7423555883097
2019-03-29 08 A,1692.8526234920587
2019-03-29 09 A,1639.0626753738422
2019-03-29 10 A,1489.8731489138668
2019-03-29 11 A,1422.2346896525257
2019-03-29 12 A,1272.0641662896223
2019-03-29 13 A,1207.5132893234809
2019-03-29 14 A,1102.1711383729637
2019-03-29 15 A,1013.4696994569233
2019-03-29 16 A,929.3410963202198
2019-03-29 17 A,958.912841199118
2019-03-29 18 A,1096.523669133162
2019-03-29 19 A,1367.2919778829103
2019-03-29 20 A,1485.6152600973478
2019-03-29 21 A,1458.549139407632
2019-03-29 22 A,1377.7283145997894
2019-03-29 23 A,1294.1405443370952
2019-03-29 24 A,1205.0660012750575
2019-03-30 01 A,1012.3814998105379
2019-03-30 02 A,798.158115522888
2019-03-30 03 A,719.8197859704501
2019-03-30 04 A,757.6552735304354
2019-03-30 05 A,897.9733910733557
2019-03-30 06 A,991.3026690387557
2019-03-30 07 A,1162.3659539553778
2019-03-30 08 A,1429.6258290875842
2019-03-30 09 A,1458.9275559139692
2019-03-30 10 A,1366.0994754208746
2019-03-30 11 A,1285.2677309642072
2019-03-30 12 A,1193.6201934723065
2019-03-30 13 A,1103.6584322367057
2019-03-30 14 A,1058.804445893714
2019-03-30 15 A,947.7103463428344
2019-03-30 16 A,878.8994950641634
2019-03-30 17 A,898.6040686717091
2019-03-30 18 A,1052.6831248055298
2019-03-30 19 A,1285.4933232341427
2019-03-30 20 A,1355.7026048942
2019-03-30 21 A,1322.3162939368385
2019-03-30 22 A,1271.248427241691
2019-03-30 23 A,1196.8044640035635
2019-03-30 24 A,1109.8896881214416
2019-03-31 01 A,968.9199976238755
2019-03-31 02 A,774.7862129661415
2019-03-31 03 A,673.6078145096988
2019-03-31 04 A,709.0904118989209
2019-03-31 05 A,837.16102939233
2019-03-31 06 A,927.4830062172321
2019-03-31 07 A,1115.2625738076351
2019-03-31 08 A,1378.8589972009347
2019-03-31 09 A,1364.739900565385
2019-03-31 10 A,1305.1576124743438
2019-03-31 11 A,1252.92796219715
2019-03-31 12 A,1132.8149272460926
2019-03-31 13 A,1104.506848060454
2019-03-31 14 A,1063.6420790348664
2019-03-31 15 A,947.8219356633211
2019-03-31 16 A,896.4797355408342
2019-03-31 17 A,904.392871413643
2019-03-31 18 A,1052.5220035499758
2019-03-31 19 A,1280.8627987552331
2019-03-31 20 A,1390.706677184554
2019-03-31 21 A,1330.6517012690979
2019-03-31 22 A,1297.635423442001
2019-03-31 23 A,1204.5333753119517
2019-03-31 24 A,1104.699129910779
2019-01-01 01 B,1699.132917334941
2019-01-01 02 B,1575.1217127793632
2019-01-01 03 B,1473.8316901528747
2019-01-01 04 B,1474.1215228891083
2019-01-01 05 B,1598.8433408103563
2019-01-01 06 B,1628.2497170030822
2019-01-01 07 B,1699.911788443588
2019-01-01 08 B,1946.9562441160292
2019-01-01 09 B,2071.2058689751343
2019-01-01 10 B,2098.9204433562572
2019-01-01 11 B,2131.0159738163557
2019-01-01 12 B,1936.7792643666517
2019-01-01 13 B,1799.6748805582843
2019-01-01 14 B,1714.0480663389474
2019-01-01 15 B,1561.2212694091033
2019-01-01 16 B,1568.130126445255
2019-01-01 17 B,1654.9998820629578
2019-01-01 18 B,1923.0963025261515
2019-01-01 19 B,2249.5943274561037
2019-01-01 20 B,2241.8560043689713
2019-01-01 21 B,2223.581449465013
2019-01-01 22 B,2098.34918481589
2019-01-01 23 B,1966.337554235317
2019-01-01 24 B,1855.8581501294202
2019-01-02 01 B,1686.2195662628665
2019-01-02 02 B,1475.1536928781384
2019-01-02 03 B,1377.9140473892583
2019-01-02 04 B,1441.4153692090497
2019-01-02 05 B,1606.3368061843034
2019-01-02 06 B,1690.6962746699649
2019-01-02 07 B,2001.9569851475292
2019-01-02 08 B,2476.136915259702
2019-01-02 09 B,2573.112311969322
2019-01-02 10 B,2472.1808071990763
2019-01-02 11 B,2421.7216463289283
2019-01-02 12 B,2241.751495843791
2019-01-02 13 B,1975.2081046064836
2019-01-02 14 B,1950.8898776291358
2019-01-02 15 B,1736.920272149224
2019-01-02 16 B,1725.9526428360023
2019-01-02 17 B,1792.423063482438
2019-01-02 18 B,2150.611571314565
2019-01-02 19 B,2396.412181833495
2019-01-02 20 B,2450.2416356473536
2019-01-02 21 B,2425.720848493891
2019-01-02 22 B,2358.1668690596202
2019-01-02 23 B,2240.887388461933
2019-01-02 24 B,2072.1609336229767
2019-01-03 01 B,1788.823991076057
2019-01-03 02 B,1547.080344513302
2019-01-03 03 B,1467.5629629469086
2019-01-03 04 B,1493.7109172180003
2019-01-03 05 B,1640.6740848754775
2019-01-03 06 B,1742.568424223807
2019-01-03 07 B,1979.0555379166904
2019-01-03 08 B,2445.420682342048
2019-01-03 09 B,2577.111382556182
2019-01-03 10 B,2456.019200905446
2019-01-03 11 B,2399.164393977557
2019-01-03 12 B,2184.5484521176577
2019-01-03 13 B,1969.0424811702617
2019-01-03 14 B,1853.5922702585412
2019-01-03 15 B,1702.4217733503256
2019-01-03 16 B,1693.0335817452856
2019-01-03 17 B,1733.98225811141
2019-01-03 18 B,2098.039260702516
2019-01-03 19 B,2360.1400225942384
2019-01-03 20 B,2427.4811330542966
2019-01-03 21 B,2415.083810832911
2019-01-03 22 B,2358.9637075415244
2019-01-03 23 B,2227.66552287357
2019-01-03 24 B,2061.638401778457
2019-01-04 01 B,1765.5241759457756
2019-01-04 02 B,1550.1082860164943
2019-01-04 03 B,1438.563183171432
2019-01-04 04 B,1467.0837372747606
2019-01-04 05 B,1643.2179181008462
2019-01-04 06 B,1711.8793066878436
2019-01-04 07 B,1954.7452408455456
2019-01-04 08 B,2419.0327605292964
2019-01-04 09 B,2533.1407897554586
2019-01-04 10 B,2435.300750987009
2019-01-04 11 B,2365.925561589606
2019-01-04 12 B,2121.937435699768
2019-01-04 13 B,1971.9229653519164
2019-01-04 14 B,1873.1817148418208
2019-01-04 15 B,1679.4494297773408
2019-01-04 16 B,1639.5692027255877
2019-01-04 17 B,1723.0146287981881
2019-01-04 18 B,2006.9573480527981
2019-01-04 19 B,2359.0973429090573
2019-01-04 20 B,2426.225047360488
2019-01-04 21 B,2401.3666217642817
2019-01-04 22 B,2322.5498175281364
2019-01-04 23 B,2222.0221085495186
2019-01-04 24 B,2052.844556908748
2019-01-05 01 B,1734.901832561845
2019-01-05 02 B,1482.2962575147315
2019-01-05 03 B,1399.2328128695615
2019-01-05 04 B,1409.2951818970457
2019-01-05 05 B,1606.7265312557183
2019-01-05 06 B,1620.8868573391896
2019-01-05 07 B,1825.8569644683064
2019-01-05 08 B,2135.8183046980034
2019-01-05 09 B,2295.8713069692885
2019-01-05 10 B,2269.854755693591
2019-01-05 11 B,2230.97305567304
2019-01-05 12 B,2007.2833957005867
2019-01-05 13 B,1865.9267107424084
2019-01-05 14 B,1760.0393143427773
2019-01-05 15 B,1584.6155481530332
2019-01-05 16 B,1572.0684392781486
2019-01-05 17 B,1683.5093951294284
2019-01-05 18 B,1988.728324329644
2019-01-05 19 B,2296.702088959656
2019-01-05 20 B,2326.4039172689345
2019-01-05 21 B,2288.942445749323
2019-01-05 22 B,2198.388459094408
2019-01-05 23 B,2060.9972215385283
2019-01-05 24 B,1919.8265675901598
2019-01-06 01 B,1648.8498067418227
2019-01-06 02 B,1452.2553770956058
2019-01-06 03 B,1371.4614002634125
2019-01-06 04 B,1387.6554992550773
2019-01-06 05 B,1518.983550761106
2019-01-06 06 B,1585.0744918287223
2019-01-06 07 B,1763.7347336552125
2019-01-06 08 B,2061.9271439070544
2019-01-06 09 B,2194.3171903900643
2019-01-06 10 B,2200.5862960437985
2019-01-06 11 B,2167.351255902247
2019-01-06 12 B,1988.9886458210447
2019-01-06 13 B,1789.1952119541133
2019-01-06 14 B,1714.0834270560988
2019-01-06 15 B,1546.7813754782242
2019-01-06 16 B,1542.5987760786911
2019-01-06 17 B,1633.3369764169086
2019-01-06 18 B,1917.3750550661282
2019-01-06 19 B,2302.984181566352
2019-01-06 20 B,2361.2669360556765
2019-01-06 21 B,2335.6685492561887
2019-01-06 22 B,2227.602073173375
2019-01-06 23 B,2127.3033811419054
2019-01-06 24 B,1934.3916969777945
2019-01-07 01 B,1718.6640718383762
2019-01-07 02 B,1503.6131621836632
2019-01-07 03 B,1426.8296969433766
2019-01-07 04 B,1458.9446200071109
2019-01-07 05 B,1616.6994152925442
2019-01-07 06 B,1694.835589394456
2019-01-07 07 B,1979.184208845893
2019-01-07 08 B,2418.879906611976
2019-01-07 09 B,2569.461594959937
2019-01-07 10 B,2430.429135073177
2019-01-07 11 B,2367.465841607657
2019-01-07 12 B,2120.35696827023
2019-01-07 13 B,1953.2568416842014
2019-01-07 14 B,1852.8358987120962
2019-01-07 15 B,1695.9715957830995
2019-01-07 16 B,1686.5324058617366
2019-01-07 17 B,1728.2249823647169
2019-01-07 18 B,2027.9601178834591
2019-01-07 19 B,2359.0973429090573
2019-01-07 20 B,2437.283455775863
2019-01-07 21 B,2403.698957689367
2019-01-07 22 B,2329.153748025393
2019-01-07 23 B,2225.0084682115503
2019-01-07 24 B,2050.537498931529
2019-01-08 01 B,1728.4597472429436
2019-01-08 02 B,1491.3788936627932
2019-01-08 03 B,1395.833049068557
2019-01-08 04 B,1439.9963691059618
2019-01-08 05 B,1595.1610090810398
2019-01-08 06 B,1711.8105884202062
2019-01-08 07 B,1982.328138569909
2019-01-08 08 B,2459.2408491393458
2019-01-08 09 B,2547.5818036438413
2019-01-08 10 B,2454.968548703456
2019-01-08 11 B,2334.7399815489543
2019-01-08 12 B,2098.536205224352
2019-01-08 13 B,1902.449893774959
2019-01-08 14 B,1844.7712506435828
2019-01-08 15 B,1682.3874438151547
2019-01-08 16 B,1676.74649811904
2019-01-08 17 B,1761.3767616054872
2019-01-08 18 B,2075.181771289648
2019-01-08 19 B,2381.5503965716457
2019-01-08 20 B,2460.756273827646
2019-01-08 21 B,2457.3897591195046
2019-01-08 22 B,2413.808662290106
2019-01-08 23 B,2271.692497114944
2019-01-08 24 B,2146.101553367091
2019-01-09 01 B,1798.0180090306972
2019-01-09 02 B,1546.7397299754523
2019-01-09 03 B,1473.1542359115506
2019-01-09 04 B,1493.8001824043095
2019-01-09 05 B,1670.3502249602557
2019-01-09 06 B,1779.2907061298547
2019-01-09 07 B,2135.1583301246433
2019-01-09 08 B,2555.7109495052932
2019-01-09 09 B,2646.569463958515
2019-01-09 10 B,2476.654007701772
2019-01-09 11 B,2413.525553755098
2019-01-09 12 B,2267.687011221788
2019-01-09 13 B,2024.896637443406
2019-01-09 14 B,1958.067481742487
2019-01-09 15 B,1792.423063482438
2019-01-09 16 B,1767.3271096261985
2019-01-09 17 B,1885.1601478749114
2019-01-09 18 B,2232.89601427284
2019-01-09 19 B,2448.117045844829
2019-01-09 20 B,2530.7931160824855
2019-01-09 21 B,2517.2448792214655
2019-01-09 22 B,2471.85180878325
2019-01-09 23 B,2350.7264056303998
2019-01-09 24 B,2234.5571599031473
2019-01-10 01 B,1883.3687955069104
2019-01-10 02 B,1632.6457194921693
2019-01-10 03 B,1509.6678290979144
2019-01-10 04 B,1540.8558666747226
2019-01-10 05 B,1724.065365274664
2019-01-10 06 B,1839.6571980034782
2019-01-10 07 B,2125.8896408589603
2019-01-10 08 B,2487.655267402028
2019-01-10 09 B,2620.388546623907
2019-01-10 10 B,2479.5657958679503
2019-01-10 11 B,2402.8227123826605
2019-01-10 12 B,2241.3572448266527
2019-01-10 13 B,2029.5267628434963
2019-01-10 14 B,1974.1707506570708
2019-01-10 15 B,1799.811551764993
2019-01-10 16 B,1815.5010374115052
2019-01-10 17 B,1901.4306469827552
2019-01-10 18 B,2245.604980591409
2019-01-10 19 B,2484.302032306592
2019-01-10 20 B,2543.5148405144605
2019-01-10 21 B,2533.4692149789826
2019-01-10 22 B,2490.6669373668215
2019-01-10 23 B,2354.887730572458
2019-01-10 24 B,2255.219526175986
2019-01-11 01 B,1960.4862976027312
2019-01-11 02 B,1657.2650185124799
2019-01-11 03 B,1550.6960489359549
2019-01-11 04 B,1576.0305486633856
2019-01-11 05 B,1763.1741771184022
2019-01-11 06 B,1897.1890648303336
2019-01-11 07 B,2173.6523374069143
2019-01-11 08 B,2517.8660053235535
2019-01-11 09 B,2649.23930663201
2019-01-11 10 B,2537.384284260855
2019-01-11 11 B,2431.473428253256
2019-01-11 12 B,2307.996297829344
2019-01-11 13 B,2084.152445683108
2019-01-11 14 B,2018.5523123884022
2019-01-11 15 B,1842.7798234737813
2019-01-11 16 B,1842.2294659574413
2019-01-11 17 B,1938.7032258643521
2019-01-11 18 B,2285.9498887540426
2019-01-11 19 B,2490.404951316566
2019-01-11 20 B,2550.71166448435
2019-01-11 21 B,2534.744652789702
2019-01-11 22 B,2472.339554618546
2019-01-11 23 B,2348.1458704293664
2019-01-11 24 B,2249.227125998871
2019-01-12 01 B,1902.8253379323348
2019-01-12 02 B,1635.7147757335692
2019-01-12 03 B,1512.9348078215046
2019-01-12 04 B,1511.3134535324523
2019-01-12 05 B,1724.7938109373717
2019-01-12 06 B,1797.3906396317054
2019-01-12 07 B,1969.212648753783
2019-01-12 08 B,2156.282505317415
2019-01-12 09 B,2333.947859218963
2019-01-12 10 B,2338.630736035186
2019-01-12 11 B,2337.861652015033
2019-01-12 12 B,2175.4114153917244
2019-01-12 13 B,2043.8468484144023
2019-01-12 14 B,1929.8725075460547
2019-01-12 15 B,1789.6727256660017
2019-01-12 16 B,1779.6983411775545
2019-01-12 17 B,1905.523687196864
2019-01-12 18 B,2169.0130511604143
2019-01-12 19 B,2381.0582040877216
2019-01-12 20 B,2344.9881856832394
2019-01-12 21 B,2355.325712665593
2019-01-12 22 B,2311.5870771051127
2019-01-12 23 B,2192.359256243349
2019-01-12 24 B,2111.4042764209776
2019-01-13 01 B,1865.0561350406053
2019-01-13 02 B,1565.9091127943686
2019-01-13 03 B,1467.1180707019912
2019-01-13 04 B,1473.7249591501936
2019-01-13 05 B,1687.2146069209434
2019-01-13 06 B,1767.694581038434
2019-01-13 07 B,1890.8990587353117
2019-01-13 08 B,2017.2818070809058
2019-01-13 09 B,2204.7561092406368
2019-01-13 10 B,2214.7981455938543
2019-01-13 11 B,2271.529946704602
2019-01-13 12 B,2173.8887126306395
2019-01-13 13 B,1991.701070081202
2019-01-13 14 B,1945.696080747923
2019-01-13 15 B,1793.0842815704295
2019-01-13 16 B,1793.0842815704295
2019-01-13 17 B,1896.710221181665
2019-01-13 18 B,2197.391499731655
2019-01-13 19 B,2336.834090967334
2019-01-13 20 B,2338.5390306227855
2019-01-13 21 B,2353.0764039794567
2019-01-13 22 B,2295.2502053423505
2019-01-13 23 B,2183.484172350113
2019-01-13 24 B,2078.7326199023196
2019-01-14 01 B,1874.1631378097218
2019-01-14 02 B,1575.1526481554267
2019-01-14 03 B,1489.8974324784144
2019-01-14 04 B,1531.5732273292886
2019-01-14 05 B,1688.7000740272078
2019-01-14 06 B,1818.5295279156126
2019-01-14 07 B,2153.5630957223093
2019-01-14 08 B,2527.061948364734
2019-01-14 09 B,2639.6168752872168
2019-01-14 10 B,2491.105364975456
2019-01-14 11 B,2424.578014706381
2019-01-14 12 B,2331.2425304642743
2019-01-14 13 B,2109.177762703144
2019-01-14 14 B,1970.259652710722
2019-01-14 15 B,1795.3610775202521
2019-01-14 16 B,1773.097229667834
2019-01-14 17 B,1892.2271028522446
2019-01-14 18 B,2221.2347012557975
2019-01-14 19 B,2443.3868110076364
2019-01-14 20 B,2520.1587842387753
2019-01-14 21 B,2484.327169467821
2019-01-14 22 B,2433.020158426588
